cutoff,sample_id,max_tanimoto,mean_top5_tanimoto
2020,CYCPEPTMPDB_PAMPA_002537,0.8305084745762712,0.813862202435193
2020,CYCPEPTMPDB_PAMPA_004120,0.7681159420289855,0.7337780407425787
2020,CYCPEPTMPDB_PAMPA_006190,0.4431818181818182,0.41914820287673704
2020,CYCPEPTMPDB_PAMPA_006895,0.6567164179104478,0.6053994732221246
2020,CYCPEPTMPDB_PAMPA_007175,0.5897435897435898,0.5501242372994538
2020,CYCPEPTMPDB_PAMPA_003518,0.9152542372881356,0.8542541997237267
2020,CYCPEPTMPDB_PAMPA_006492,0.7121212121212122,0.6473126220185044
2020,CYCPEPTMPDB_PAMPA_004830,0.7974683544303798,0.7428721713377472
2020,CYCPEPTMPDB_PAMPA_005050,0.9152542372881356,0.8542541997237267
2020,CYCPEPTMPDB_PAMPA_003006,0.78125,0.7609821746704145
2020,CYCPEPTMPDB_PAMPA_003711,0.7846153846153846,0.7554717746022094
2020,CYCPEPTMPDB_PAMPA_007074,0.5512820512820513,0.5295142467027877
2020,CYCPEPTMPDB_PAMPA_003219,0.6588235294117647,0.6556667318090026
2020,CYCPEPTMPDB_PAMPA_005691,0.4431818181818182,0.41914820287673704
2020,CYCPEPTMPDB_PAMPA_005685,0.47560975609756095,0.4559723903472551
2020,CYCPEPTMPDB_PAMPA_007017,0.4125,0.39638670469042586
2020,CYCPEPTMPDB_PAMPA_003772,0.6621621621621622,0.6554997854997855
2020,CYCPEPTMPDB_PAMPA_006602,0.45714285714285713,0.45304604158680223
2020,CYCPEPTMPDB_PAMPA_002955,0.7166666666666667,0.6860912698412699
2020,CYCPEPTMPDB_PAMPA_006885,0.6101694915254238,0.6101694915254238
2020,CYCPEPTMPDB_PAMPA_003262,0.8064516129032258,0.7517167644183773
2020,CYCPEPTMPDB_PAMPA_002411,0.75,0.7164578558696206
2020,CYCPEPTMPDB_PAMPA_005881,0.5121951219512195,0.4814959955708381
2020,CYCPEPTMPDB_PAMPA_003587,0.55,0.546650628174285
2020,CYCPEPTMPDB_PAMPA_006900,0.6101694915254238,0.6101694915254238
2020,CYCPEPTMPDB_PAMPA_006511,0.5694444444444444,0.5461165807157369
2020,CYCPEPTMPDB_PAMPA_004464,0.7846153846153846,0.7458990285077242
2020,CYCPEPTMPDB_PAMPA_004916,0.75,0.7262047913303272
2020,CYCPEPTMPDB_PAMPA_005718,0.524390243902439,0.4932451080777797
2020,CYCPEPTMPDB_PAMPA_004887,0.7,0.6806204906204906
2020,CYCPEPTMPDB_PAMPA_003309,0.5671641791044776,0.5643291038197201
2020,CYCPEPTMPDB_PAMPA_002675,0.7230769230769231,0.6793641187022108
2020,CYCPEPTMPDB_PAMPA_006049,0.5238095238095238,0.4813750954927425
2020,CYCPEPTMPDB_PAMPA_004725,0.8035714285714286,0.7492388758782202
2020,CYCPEPTMPDB_PAMPA_002803,0.8,0.7437534600885367
2020,CYCPEPTMPDB_PAMPA_003076,0.7627118644067796,0.7525423728813558
2020,CYCPEPTMPDB_PAMPA_002933,0.8688524590163934,0.8350935509052908
2020,CYCPEPTMPDB_PAMPA_003273,0.7164179104477612,0.6833663978245418
2020,CYCPEPTMPDB_PAMPA_002477,0.8793103448275862,0.8257827458560513
2020,CYCPEPTMPDB_PAMPA_003035,0.6615384615384615,0.646054772167304
2020,CYCPEPTMPDB_PAMPA_003068,0.8,0.7437534600885367
2020,CYCPEPTMPDB_PAMPA_007119,0.4375,0.4156773690903129
2020,CYCPEPTMPDB_PAMPA_005038,0.8181818181818182,0.7832220510186613
2020,CYCPEPTMPDB_PAMPA_004194,0.7941176470588235,0.7623385629397769
2020,CYCPEPTMPDB_PAMPA_006257,0.5357142857142857,0.4920616883116883
2020,CYCPEPTMPDB_PAMPA_001949,0.7956989247311828,0.7956989247311828
2020,CYCPEPTMPDB_PAMPA_005234,0.5121951219512195,0.4814959955708381
2020,CYCPEPTMPDB_PAMPA_003874,0.6626506024096386,0.6551541163518484
2020,CYCPEPTMPDB_PAMPA_004880,0.7846153846153846,0.7564041845835324
2020,CYCPEPTMPDB_PAMPA_007209,0.4155844155844156,0.39521191771191766
2020,CYCPEPTMPDB_PAMPA_006504,0.6911764705882353,0.6292293764352588
2020,CYCPEPTMPDB_PAMPA_004696,0.7681159420289855,0.7343028265656748
2020,CYCPEPTMPDB_PAMPA_003014,0.8688524590163934,0.8350935509052908
2020,CYCPEPTMPDB_PAMPA_005311,0.5357142857142857,0.4920616883116883
2020,CYCPEPTMPDB_PAMPA_006687,0.803921568627451,0.7524000857218738
2020,CYCPEPTMPDB_PAMPA_006490,0.5833333333333334,0.5570560943978665
2020,CYCPEPTMPDB_PAMPA_004566,0.7258064516129032,0.6807883498302372
2020,CYCPEPTMPDB_PAMPA_004781,0.7125,0.6872019612088769
2020,CYCPEPTMPDB_PAMPA_002876,0.7323943661971831,0.7048266769567175
2020,CYCPEPTMPDB_PAMPA_003016,0.9322033898305084,0.8662070735072197
2020,CYCPEPTMPDB_PAMPA_002123,0.7936507936507936,0.7628678281542991
2020,CYCPEPTMPDB_PAMPA_005967,0.4431818181818182,0.41914820287673704
2020,CYCPEPTMPDB_PAMPA_004021,0.8571428571428571,0.8034730353890189
2020,CYCPEPTMPDB_PAMPA_004185,0.782608695652174,0.7324411557104954
2020,CYCPEPTMPDB_PAMPA_004913,0.7258064516129032,0.6807883498302372
2020,CYCPEPTMPDB_PAMPA_007162,0.575,0.5363338622621323
2020,CYCPEPTMPDB_PAMPA_003959,0.7108433734939759,0.6865657288374305
2020,CYCPEPTMPDB_PAMPA_004999,0.746031746031746,0.7163549522373053
2020,CYCPEPTMPDB_PAMPA_003428,0.8153846153846154,0.7961892968142967
2020,CYCPEPTMPDB_PAMPA_006563,0.43243243243243246,0.42487157965418837
2020,CYCPEPTMPDB_PAMPA_002162,0.734375,0.7097208498023715
2020,CYCPEPTMPDB_PAMPA_005716,0.5238095238095238,0.4813750954927425
2020,CYCPEPTMPDB_PAMPA_004519,0.7903225806451613,0.7635466164967588
2020,CYCPEPTMPDB_PAMPA_003865,0.676056338028169,0.659480273453587
2020,CYCPEPTMPDB_PAMPA_006313,0.6081081081081081,0.5551813083208431
2020,CYCPEPTMPDB_PAMPA_006731,0.7735849056603774,0.679568927838645
2020,CYCPEPTMPDB_PAMPA_003340,0.8275862068965517,0.7889196313390773
2020,CYCPEPTMPDB_PAMPA_004115,0.7384615384615385,0.7263222143043372
2020,CYCPEPTMPDB_PAMPA_002633,0.8448275862068966,0.8097886540600667
2020,CYCPEPTMPDB_PAMPA_003060,0.6891891891891891,0.6636255974284143
2020,CYCPEPTMPDB_PAMPA_005133,0.5483870967741935,0.5396321294997662
2020,CYCPEPTMPDB_PAMPA_005275,0.5119047619047619,0.48189048065336726
2020,CYCPEPTMPDB_PAMPA_003714,0.9152542372881356,0.8542541997237267
2020,CYCPEPTMPDB_PAMPA_004570,0.703125,0.6607656649616368
2020,CYCPEPTMPDB_PAMPA_005204,0.5238095238095238,0.4813750954927425
2020,CYCPEPTMPDB_PAMPA_002973,0.6891891891891891,0.6636255974284143
2020,CYCPEPTMPDB_PAMPA_006395,0.5,0.47102402154053535
2020,CYCPEPTMPDB_PAMPA_004192,0.7428571428571429,0.6940386042590575
2020,CYCPEPTMPDB_PAMPA_007214,0.55,0.5379069767441861
2020,CYCPEPTMPDB_PAMPA_002249,0.8051948051948052,0.7485513105295446
2020,CYCPEPTMPDB_PAMPA_004585,0.7662337662337663,0.7383200783470928
2020,CYCPEPTMPDB_PAMPA_004217,0.8181818181818182,0.7832220510186613
2020,CYCPEPTMPDB_PAMPA_006758,0.7297297297297297,0.6926811921035285
2020,CYCPEPTMPDB_PAMPA_004483,0.75,0.7262047913303272
2020,CYCPEPTMPDB_PAMPA_003352,0.8064516129032258,0.7517167644183773
2020,CYCPEPTMPDB_PAMPA_002972,0.7285714285714285,0.6781590447700808
2020,CYCPEPTMPDB_PAMPA_004095,0.8620689655172413,0.8022098628105303
2020,CYCPEPTMPDB_PAMPA_006383,0.5416666666666666,0.5164031961999983
2020,CYCPEPTMPDB_PAMPA_003690,0.828125,0.7816643229958448
2020,CYCPEPTMPDB_PAMPA_006548,0.5972222222222222,0.5621773288439954
2020,CYCPEPTMPDB_PAMPA_005248,0.5121951219512195,0.4814959955708381
2020,CYCPEPTMPDB_PAMPA_005089,0.8307692307692308,0.7736175159471721
2020,CYCPEPTMPDB_PAMPA_004456,0.8035714285714286,0.7492388758782202
2020,CYCPEPTMPDB_PAMPA_005610,0.4772727272727273,0.45095057522963844
2020,CYCPEPTMPDB_PAMPA_005764,0.524390243902439,0.4932451080777797
2020,CYCPEPTMPDB_PAMPA_005863,0.5357142857142857,0.4920616883116883
2020,CYCPEPTMPDB_PAMPA_003442,0.7361111111111112,0.6987899019430627
2020,CYCPEPTMPDB_PAMPA_003859,0.7428571428571429,0.6940386042590575
2020,CYCPEPTMPDB_PAMPA_002384,0.8793103448275862,0.8257827458560513
2020,CYCPEPTMPDB_PAMPA_004728,0.6617647058823529,0.6415172336740964
2020,CYCPEPTMPDB_PAMPA_004823,0.7108433734939759,0.6864100625858739
2020,CYCPEPTMPDB_PAMPA_007243,0.6666666666666666,0.6232205871846707
2020,CYCPEPTMPDB_PAMPA_004865,0.7903225806451613,0.7635466164967588
2020,CYCPEPTMPDB_PAMPA_002297,0.691358024691358,0.6569804323427512
2020,CYCPEPTMPDB_PAMPA_004119,0.7164179104477612,0.6689710401713764
2020,CYCPEPTMPDB_PAMPA_003070,0.6666666666666666,0.6405840684309009
2020,CYCPEPTMPDB_PAMPA_006201,0.4444444444444444,0.43824192907403514
2020,CYCPEPTMPDB_PAMPA_004091,0.8064516129032258,0.7517167644183773
2020,CYCPEPTMPDB_PAMPA_003766,0.6621621621621622,0.6554997854997855
2020,CYCPEPTMPDB_PAMPA_002989,0.8333333333333334,0.7880131362889984
2020,CYCPEPTMPDB_PAMPA_004396,0.8653846153846154,0.803277424330056
2020,CYCPEPTMPDB_PAMPA_001912,0.45454545454545453,0.43566420226359986
2020,CYCPEPTMPDB_PAMPA_004002,0.8153846153846154,0.7961892968142967
2020,CYCPEPTMPDB_PAMPA_003589,0.8181818181818182,0.7832220510186613
2020,CYCPEPTMPDB_PAMPA_004891,0.7846153846153846,0.7458990285077242
2020,CYCPEPTMPDB_PAMPA_007041,0.4125,0.39638670469042586
2020,CYCPEPTMPDB_PAMPA_004679,0.7647058823529411,0.7405102873198587
2020,CYCPEPTMPDB_PAMPA_005135,0.6166666666666667,0.6002564102564103
2020,CYCPEPTMPDB_PAMPA_006284,0.5,0.4884522854851644
2020,CYCPEPTMPDB_PAMPA_004404,0.7647058823529411,0.7405102873198587
2020,CYCPEPTMPDB_PAMPA_004261,0.8524590163934426,0.8052745251105906
2020,CYCPEPTMPDB_PAMPA_002396,0.6944444444444444,0.6723923596020082
2020,CYCPEPTMPDB_PAMPA_003003,0.78125,0.7609821746704145
2020,CYCPEPTMPDB_PAMPA_002023,0.7457627118644068,0.7173647688249394
2020,CYCPEPTMPDB_PAMPA_003366,0.7164179104477612,0.6833663978245418
